order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,order_status
ORD00349,CUST0076,PRD0018,2026-01-15,2,2653.32,0.0,Completed
ORD00350,CUST0073,PRD0025,2026-01-18,1,526.88,5.0,Completed
ORD00351,CUST0035,PRD0025,2026-07-30,2,526.88,0.0,Completed
ORD00352,CUST0045,PRD0025,2025-07-02,2,526.88,0.0,Completed
ORD00353,CUST0097,PRD0049,2025-09-18,1,4086.59,5.0,Completed
ORD00354,CUST0039,PRD0011,2026-03-07,1,9472.34,20.0,Returned
ORD00355,CUST0018,PRD0042,2025-09-08,1,4605.81,5.0,Completed
ORD00356,CUST0137,PRD0050,2026-04-16,2,6637.65,0.0,Completed
ORD00357,CUST0018,PRD0004,2025-09-17,2,6852.73,15.0,Completed
ORD00358,CUST0033,PRD0030,2025-07-22,1,6312.47,15.0,Completed
ORD00359,CUST0009,PRD0003,2025-09-14,1,3034.38,10.0,Cancelled
ORD00360,CUST0140,PRD0012,2025-12-24,1,3717.87,10.0,Completed
ORD00361,CUST0007,PRD0011,2025-08-30,1,9472.34,10.0,Completed
ORD00362,CUST0018,PRD0011,2025-08-09,1,9472.34,5.0,Completed
ORD00363,CUST0172,PRD0049,2026-06-30,1,4086.59,10.0,Completed
ORD00364,CUST0053,PRD0016,2025-11-07,1,2062.6,20.0,Completed
ORD00365,CUST0010,PRD0008,2025-11-26,3,2013.05,5.0,Completed
ORD00366,CUST0150,PRD0050,2025-06-29,2,6637.65,0.0,Completed
ORD00367,CUST0094,PRD0051,2025-11-24,1,6491.84,20.0,Completed
ORD00368,CUST0069,PRD0005,2025-10-12,1,2020.45,5.0,Completed
ORD00369,CUST0009,PRD0031,2026-03-18,2,7159.37,5.0,Completed
ORD00370,CUST0032,PRD0027,2025-09-13,1,4596.48,5.0,Completed
ORD00371,CUST0106,PRD0004,2026-07-11,1,6852.73,0.0,Completed
ORD00372,CUST0043,PRD0016,2026-07-28,1,2062.6,10.0,Cancelled
ORD00373,CUST0033,PRD0008,2025-07-22,1,2013.05,15.0,Completed
ORD00374,CUST0217,PRD0022,2025-07-26,2,2508.17,15.0,Completed
ORD00375,CUST0150,PRD0022,2025-07-30,1,2508.17,20.0,Completed
ORD00376,CUST0001,PRD0040,2026-03-22,3,1731.63,0.0,Completed
ORD00377,CUST0196,PRD0033,2025-08-02,1,2005.79,0.0,Completed
ORD00378,CUST0062,PRD0046,2026-06-27,1,5980.45,0.0,Completed
ORD00379,CUST0060,PRD0049,2026-05-17,1,4086.59,0.0,Cancelled
ORD00380,CUST0079,PRD0024,2026-06-13,1,686.07,0.0,Completed
ORD00381,CUST0150,PRD0002,2026-02-09,1,1360.82,15.0,Completed
ORD00382,CUST0109,PRD0039,2026-08-23,2,575.52,15.0,Completed
ORD00383,CUST0170,PRD0018,2025-06-24,3,2653.32,10.0,Completed
ORD00384,CUST0163,PRD0016,2025-12-14,1,2062.6,10.0,Completed
ORD00385,CUST0199,PRD0003,2025-11-09,3,3034.38,10.0,Completed
ORD00386,CUST0125,PRD0034,2026-08-04,1,655.7,5.0,Completed
ORD00387,CUST0100,PRD0037,2026-03-03,1,1038.12,0.0,Completed
ORD00388,CUST0120,PRD0011,2026-06-08,1,9472.34,10.0,Completed
ORD00389,CUST0018,PRD0013,2025-08-27,1,4434.32,15.0,Completed
ORD00390,CUST0096,PRD0018,2026-08-16,1,2653.32,10.0,Completed
ORD00391,CUST0143,PRD0045,2026-01-28,1,4085.54,0.0,Completed
ORD00392,CUST0168,PRD0016,2026-01-25,1,2062.6,0.0,Completed
ORD00393,CUST0107,PRD0024,2026-08-13,1,686.07,5.0,Completed
ORD00394,CUST0010,PRD0025,2025-12-05,1,526.88,0.0,Completed
ORD00395,CUST0073,PRD0026,2025-12-13,1,293.95,15.0,Completed
ORD00396,CUST0044,PRD0012,2026-03-07,3,3717.87,0.0,Completed
ORD00397,CUST0150,PRD0032,2025-08-06,1,6319.63,0.0,Completed
ORD00398,CUST0097,PRD0024,2025-11-07,2,686.07,0.0,Completed
ORD00399,CUST0117,PRD0038,2025-09-07,1,1768.06,5.0,Completed
ORD00400,CUST0172,PRD0004,2025-07-24,2,6852.73,5.0,Completed
ORD00401,CUST0190,PRD0031,2026-07-02,1,7159.37,0.0,Completed
ORD00402,CUST0040,PRD0015,2026-03-08,2,822.98,10.0,Completed
ORD00403,CUST0136,PRD0027,2025-11-25,1,4596.48,10.0,Completed
ORD00404,CUST0189,PRD0047,2025-12-18,2,3143.69,0.0,Completed
ORD00405,CUST0154,PRD0032,2025-12-28,3,6319.63,5.0,Completed
ORD00406,CUST0122,PRD0029,2026-03-27,1,4297.64,10.0,Returned
ORD00407,CUST0087,PRD0011,2026-07-27,3,9472.34,15.0,Completed
ORD00408,CUST0044,PRD0032,2026-07-29,1,6319.63,0.0,Completed
ORD00409,CUST0169,PRD0042,2025-12-10,3,4605.81,0.0,Completed
ORD00410,CUST0143,PRD0051,2025-11-11,2,6491.84,10.0,Completed
ORD00411,CUST0217,PRD0039,2026-01-06,1,575.52,15.0,Completed
ORD00412,CUST0144,PRD0045,2026-02-27,2,4085.54,15.0,Completed
ORD00413,CUST0100,PRD0051,2026-01-11,1,6491.84,20.0,Completed
ORD00414,CUST0216,PRD0038,2026-04-07,2,1768.06,0.0,Completed
ORD00415,CUST0005,PRD0012,2026-02-21,3,3717.87,0.0,Completed
ORD00416,CUST0018,PRD0036,2025-11-07,1,5758.15,5.0,Completed
ORD00417,CUST0178,PRD0024,2025-11-19,1,686.07,15.0,Completed
ORD00418,CUST0169,PRD0005,2025-12-04,1,2020.45,10.0,Completed
ORD00419,CUST0196,PRD0049,2025-07-20,2,4086.59,5.0,Completed
ORD00420,CUST0218,PRD0042,2025-08-24,2,4605.81,15.0,Completed
ORD00421,CUST0077,PRD0038,2026-05-04,2,1768.06,0.0,Completed
ORD00422,CUST0031,PRD0052,2025-12-09,1,8157.57,10.0,Completed
ORD00423,CUST0147,PRD0045,2025-09-17,2,4085.54,5.0,Completed
ORD00424,CUST0130,PRD0011,2026-02-25,1,9472.34,10.0,Completed
ORD00425,CUST0112,PRD0038,2026-05-18,1,1768.06,10.0,Completed
ORD00426,CUST0118,PRD0018,2025-10-08,2,2653.32,10.0,Completed
ORD00427,CUST0107,PRD0008,2026-06-16,1,2013.05,10.0,Completed
ORD00428,CUST0035,PRD0038,2026-07-27,1,1768.06,0.0,Completed
ORD00429,CUST0197,PRD0007,2026-03-12,1,2343.73,5.0,Completed
ORD00430,CUST0190,PRD0018,2026-04-12,2,2653.32,0.0,Completed
ORD00431,CUST0150,PRD0055,2025-06-28,2,5178.41,0.0,Returned
ORD00432,CUST0048,PRD0001,2026-08-03,1,1303.73,0.0,Completed
ORD00433,CUST0117,PRD0023,2025-12-11,1,1977.17,0.0,Completed
ORD00434,CUST0122,PRD0045,2026-07-25,1,4085.54,10.0,Completed
ORD00435,CUST0054,PRD0011,2026-03-04,1,9472.34,10.0,Completed
ORD00436,CUST0104,PRD0023,2025-06-21,2,1977.17,0.0,Completed
ORD00437,CUST0115,PRD0008,2026-04-17,1,2013.05,20.0,Completed
ORD00438,CUST0171,PRD0005,2026-02-25,1,2020.45,15.0,Returned
ORD00439,CUST0138,PRD0040,2025-06-14,2,1731.63,0.0,Completed
ORD00440,CUST0184,PRD0037,2026-05-13,2,1038.12,0.0,Completed
ORD00441,CUST0180,PRD0044,2026-06-27,1,6439.87,15.0,Completed
ORD00442,CUST0114,PRD0005,2026-01-27,1,2020.45,20.0,Completed
ORD00443,CUST0138,PRD0008,2026-01-13,2,2013.05,10.0,Completed
ORD00444,CUST0130,PRD0032,2026-05-31,1,6319.63,0.0,Completed
ORD00445,CUST0143,PRD0042,2025-11-12,3,4605.81,0.0,Completed
ORD00446,CUST0193,PRD0008,2026-07-07,1,2013.05,0.0,Completed
ORD00447,CUST0211,PRD0024,2025-12-02,1,686.07,10.0,Completed
ORD00448,CUST0182,PRD0011,2026-02-26,1,9472.34,0.0,Completed
ORD00449,CUST0198,PRD0035,2025-10-14,1,1950.89,0.0,Completed
ORD00450,CUST0069,PRD0023,2025-08-22,1,1977.17,5.0,Completed
ORD00451,CUST0019,PRD0005,2026-05-26,1,2020.45,5.0,Completed
ORD00452,CUST0039,PRD0024,2026-01-27,1,686.07,0.0,Completed
ORD00453,CUST0163,PRD0003,2026-02-13,3,3034.38,20.0,Completed
ORD00454,CUST0118,PRD0025,2026-08-11,2,526.88,0.0,Completed
ORD00455,CUST0134,PRD0046,2026-08-10,1,5980.45,10.0,Completed
ORD00456,CUST0074,PRD0052,2026-06-28,1,8157.57,5.0,Completed
ORD00457,CUST0217,PRD0055,2025-09-04,1,5178.41,5.0,Completed
ORD00458,CUST0130,PRD0047,2026-03-11,1,3143.69,5.0,Completed
ORD00459,CUST0032,PRD0002,2026-07-07,2,1360.82,10.0,Completed
ORD00460,CUST0119,PRD0038,2025-12-02,1,1768.06,0.0,Completed
ORD00461,CUST0218,PRD0002,2025-07-23,2,1360.82,15.0,Cancelled
ORD00462,CUST0037,PRD0047,2026-06-10,2,3143.69,0.0,Completed
ORD00463,CUST0159,PRD0004,2026-01-20,1,6852.73,20.0,Completed
ORD00464,CUST0031,PRD0003,2026-02-26,3,3034.38,0.0,Completed
ORD00465,CUST0164,PRD0030,2026-08-17,1,6312.47,5.0,Completed
ORD00466,CUST0056,PRD0042,2026-03-16,1,4605.81,5.0,Completed
ORD00467,CUST0111,PRD0017,2025-12-25,1,912.42,5.0,Completed
ORD00468,CUST0120,PRD0005,2025-11-30,1,2020.45,0.0,Completed
ORD00469,CUST0165,PRD0042,2025-12-22,1,4605.81,5.0,Completed
ORD00470,CUST0127,PRD0051,2025-08-01,1,6491.84,5.0,Completed
ORD00471,CUST0018,PRD0048,2026-06-03,1,4416.63,0.0,Completed
ORD00472,CUST0010,PRD0043,2026-06-21,1,475.04,0.0,Completed
ORD00473,CUST0032,PRD0005,2025-10-21,1,2020.45,0.0,Completed
ORD00474,CUST0136,PRD0012,2025-10-30,2,3717.87,0.0,Completed
ORD00475,CUST0029,PRD0029,2026-07-06,1,4297.64,20.0,Completed
ORD00476,CUST0138,PRD0043,2025-06-13,1,475.04,0.0,Completed
ORD00477,CUST0157,PRD0047,2026-02-06,3,3143.69,20.0,Completed
ORD00478,CUST0109,PRD0023,2026-01-12,1,1977.17,0.0,Completed
ORD00479,CUST0018,PRD0036,2026-04-21,1,5758.15,5.0,Completed
ORD00480,CUST0168,PRD0002,2025-08-23,2,1360.82,5.0,Completed
ORD00481,CUST0117,PRD0020,2026-04-11,1,4570.82,0.0,Completed
ORD00482,CUST0066,PRD0024,2025-12-03,1,686.07,10.0,Completed
ORD00483,CUST0144,PRD0051,2026-03-21,1,6491.84,0.0,Completed
ORD00484,CUST0104,PRD0014,2025-06-22,1,6201.66,10.0,Completed
ORD00485,CUST0167,PRD0025,2026-01-11,2,526.88,10.0,Completed
ORD00486,CUST0201,PRD0012,2026-02-07,1,3717.87,5.0,Completed
ORD00487,CUST0069,PRD0002,2025-09-17,1,1360.82,10.0,Completed
ORD00488,CUST0198,PRD0046,2025-08-11,2,5980.45,0.0,Completed
ORD00489,CUST0133,PRD0050,2025-09-05,1,6637.65,5.0,Completed
ORD00490,CUST0217,PRD0051,2025-11-18,1,6491.84,10.0,Completed
ORD00491,CUST0218,PRD0003,2025-07-21,2,3034.38,15.0,Completed
ORD00492,CUST0116,PRD0038,2026-08-04,1,1768.06,0.0,Completed
ORD00493,CUST0196,PRD0011,2025-12-16,1,9472.34,5.0,Completed
ORD00494,CUST0044,PRD0011,2026-06-09,3,9472.34,5.0,Completed
ORD00495,CUST0107,PRD0023,2026-08-15,2,1977.17,0.0,Completed
ORD00496,CUST0036,PRD0005,2025-07-13,1,2020.45,15.0,Completed
ORD00497,CUST0196,PRD0023,2026-04-04,1,1977.17,0.0,Completed
ORD00498,CUST0054,PRD0016,2026-07-04,1,2062.6,5.0,Completed
ORD00499,CUST0144,PRD0027,2026-03-28,1,4596.48,5.0,Completed
ORD00500,CUST0031,PRD0051,2025-12-27,2,6491.84,5.0,Completed
ORD00501,CUST0144,PRD0005,2025-12-28,2,2020.45,10.0,Completed
ORD00502,CUST0117,PRD0010,2025-06-19,2,5761.17,0.0,Completed
ORD00503,CUST0143,PRD0049,2026-02-13,1,4086.59,10.0,Completed
ORD00504,CUST0212,PRD0016,2026-08-22,3,2062.6,5.0,Cancelled
ORD00505,CUST0209,PRD0010,2026-08-08,2,5761.17,0.0,Completed
ORD00506,CUST0117,PRD0032,2025-06-22,2,6319.63,5.0,Completed
ORD00507,CUST0040,PRD0011,2026-04-27,1,9472.34,5.0,Completed
ORD00508,CUST0009,PRD0002,2025-10-29,1,1360.82,10.0,Completed
ORD00509,CUST0084,PRD0011,2026-07-17,1,9472.34,0.0,Completed
ORD00510,CUST0138,PRD0037,2025-06-24,3,1038.12,5.0,Completed
ORD00511,CUST0199,PRD0041,2026-07-30,3,4725.1,15.0,Completed
ORD00512,CUST0205,PRD0042,2026-06-21,1,4605.81,10.0,Returned
ORD00513,CUST0171,PRD0016,2025-07-31,2,2062.6,0.0,Completed
ORD00514,CUST0117,PRD0042,2025-07-02,2,4605.81,0.0,Completed
ORD00515,CUST0196,PRD0055,2026-06-20,1,5178.41,10.0,Completed
ORD00516,CUST0018,PRD0033,2025-08-19,1,2005.79,10.0,Completed
ORD00517,CUST0142,PRD0004,2026-02-13,2,6852.73,0.0,Completed
ORD00518,CUST0130,PRD0012,2026-07-22,3,3717.87,5.0,Completed
ORD00519,CUST0189,PRD0050,2026-02-27,1,6637.65,5.0,Completed
ORD00520,CUST0097,PRD0046,2025-12-13,2,5980.45,15.0,Completed
ORD00521,CUST0218,PRD0024,2026-01-04,1,686.07,10.0,Completed
ORD00522,CUST0217,PRD0042,2025-07-04,1,4605.81,10.0,Completed
ORD00523,CUST0091,PRD0018,2026-08-12,1,2653.32,5.0,Completed
ORD00524,CUST0209,PRD0040,2025-11-02,2,1731.63,0.0,Completed
ORD00525,CUST0074,PRD0012,2025-09-05,2,3717.87,10.0,Completed
ORD00526,CUST0127,PRD0039,2025-10-22,1,575.52,0.0,Completed
ORD00527,CUST0182,PRD0030,2026-08-10,2,6312.47,10.0,Completed
ORD00528,CUST0117,PRD0011,2025-07-19,1,9472.34,15.0,Completed
ORD00529,CUST0090,PRD0006,2026-07-03,1,5557.23,10.0,Completed
ORD00530,CUST0032,PRD0045,2026-04-28,1,4085.54,10.0,Completed
ORD00531,CUST0069,PRD0011,2026-06-18,1,9472.34,0.0,Completed
ORD00532,CUST0046,PRD0042,2026-08-15,2,4605.81,0.0,Completed
ORD00533,CUST0115,PRD0032,2026-06-23,1,6319.63,20.0,Completed
ORD00534,CUST0095,PRD0012,2026-08-02,2,3717.87,15.0,Completed
ORD00535,CUST0100,PRD0043,2025-08-05,1,475.04,0.0,Completed
ORD00536,CUST0170,PRD0019,2026-06-04,1,1543.79,0.0,Completed
ORD00537,CUST0120,PRD0048,2026-02-17,1,4416.63,5.0,Completed
ORD00538,CUST0139,PRD0037,2026-02-16,3,1038.12,5.0,Completed
ORD00539,CUST0004,PRD0025,2026-07-16,1,526.88,10.0,Completed
ORD00540,CUST0034,PRD0025,2026-08-14,1,526.88,0.0,Completed
ORD00541,CUST0163,PRD0038,2026-04-27,1,1768.06,10.0,Completed
ORD00542,CUST0114,PRD0024,2026-01-21,1,686.07,10.0,Completed
ORD00543,CUST0189,PRD0030,2026-01-09,2,6312.47,20.0,Completed
ORD00544,CUST0164,PRD0053,2025-12-08,1,7598.67,5.0,Completed
ORD00545,CUST0117,PRD0033,2025-11-26,2,2005.79,0.0,Completed
ORD00546,CUST0066,PRD0038,2025-12-10,2,1768.06,20.0,Completed
ORD00547,CUST0056,PRD0007,2025-07-17,2,2343.73,0.0,Completed
ORD00548,CUST0218,PRD0048,2025-07-11,1,4416.63,0.0,Completed
ORD00549,CUST0144,PRD0023,2026-05-28,1,1977.17,0.0,Completed
ORD00550,CUST0203,PRD0011,2026-01-04,1,9472.34,20.0,Completed
ORD00551,CUST0002,PRD0045,2026-07-28,2,4085.54,0.0,Completed
ORD00552,CUST0040,PRD0050,2026-03-18,1,6637.65,10.0,Completed
ORD00553,CUST0117,PRD0036,2025-06-19,1,5758.15,0.0,Returned
ORD00554,CUST0007,PRD0005,2025-08-20,1,2020.45,5.0,Completed
ORD00555,CUST0150,PRD0041,2025-09-13,1,4725.1,5.0,Completed
ORD00556,CUST0011,PRD0040,2026-08-15,2,1731.63,10.0,Completed
ORD00557,CUST0138,PRD0037,2025-09-19,1,1038.12,15.0,Completed
ORD00558,CUST0066,PRD0025,2026-02-04,1,526.88,15.0,Completed
ORD00559,CUST0031,PRD0015,2026-07-30,1,822.98,15.0,Completed
ORD00560,CUST0083,PRD0016,2026-08-16,1,2062.6,5.0,Cancelled
ORD00561,CUST0148,PRD0050,2025-09-28,1,6637.65,5.0,Completed
ORD00562,CUST0117,PRD0033,2025-06-26,1,2005.79,10.0,Completed
ORD00563,CUST0198,PRD0034,2025-08-18,3,655.7,10.0,Completed
ORD00564,CUST0147,PRD0045,2025-07-04,1,4085.54,0.0,Completed
ORD00565,CUST0172,PRD0049,2025-09-08,1,4086.59,5.0,Completed
ORD00566,CUST0188,PRD0050,2026-02-28,1,6637.65,20.0,Completed
ORD00567,CUST0017,PRD0005,2026-07-21,1,2020.45,0.0,Completed
ORD00568,CUST0097,PRD0032,2026-02-14,2,6319.63,0.0,Completed
ORD00569,CUST0117,PRD0002,2026-03-24,1,1360.82,0.0,Completed
ORD00570,CUST0147,PRD0004,2025-09-11,2,6852.73,5.0,Completed
ORD00571,CUST0078,PRD0024,2026-06-06,1,686.07,0.0,Completed
ORD00572,CUST0069,PRD0039,2026-03-21,1,575.52,5.0,Completed
ORD00573,CUST0135,PRD0011,2026-07-02,2,9472.34,0.0,Completed
ORD00574,CUST0195,PRD0032,2026-08-04,1,6319.63,10.0,Completed
ORD00575,CUST0164,PRD0025,2025-11-20,1,526.88,10.0,Completed
ORD00576,CUST0087,PRD0048,2025-07-18,2,4416.63,0.0,Returned
ORD00577,CUST0069,PRD0033,2025-09-23,1,2005.79,5.0,Returned
ORD00578,CUST0124,PRD0033,2025-12-31,2,2005.79,0.0,Completed
ORD00579,CUST0159,PRD0030,2026-08-03,1,6312.47,15.0,Completed
ORD00580,CUST0155,PRD0025,2025-12-04,1,526.88,0.0,Completed
ORD00581,CUST0079,PRD0011,2026-05-24,1,9472.34,15.0,Completed
ORD00582,CUST0113,PRD0046,2026-02-15,2,5980.45,0.0,Completed
ORD00583,CUST0170,PRD0052,2025-09-02,1,8157.57,5.0,Completed
ORD00584,CUST0197,PRD0048,2025-11-07,1,4416.63,15.0,Completed
ORD00585,CUST0117,PRD0003,2026-04-05,1,3034.38,5.0,Completed
ORD00586,CUST0159,PRD0004,2026-04-13,1,6852.73,5.0,Completed
ORD00587,CUST0111,PRD0023,2025-12-30,2,1977.17,0.0,Completed
ORD00588,CUST0032,PRD0043,2025-09-24,2,475.04,15.0,Completed
ORD00589,CUST0184,PRD0034,2026-05-04,1,655.7,5.0,Completed
ORD00590,CUST0074,PRD0018,2025-08-26,1,2653.32,0.0,Completed
ORD00591,CUST0120,PRD0046,2026-07-31,2,5980.45,15.0,Completed
ORD00592,CUST0117,PRD0001,2025-09-04,2,1303.73,5.0,Completed
ORD00593,CUST0056,PRD0022,2025-07-26,1,2508.17,0.0,Completed
ORD00594,CUST0018,PRD0040,2026-01-27,2,1731.63,5.0,Completed
ORD00595,CUST0139,PRD0024,2026-02-06,1,686.07,5.0,Completed
ORD00596,CUST0199,PRD0036,2026-02-01,1,5758.15,0.0,Completed
ORD00597,CUST0154,PRD0039,2025-12-31,2,575.52,10.0,Completed
ORD00598,CUST0069,PRD0025,2026-08-23,1,526.88,0.0,Completed
ORD00599,CUST0120,PRD0037,2026-01-22,1,1038.12,5.0,Completed
ORD00600,CUST0094,PRD0025,2026-01-18,1,526.88,5.0,Completed
ORD00601,CUST0023,PRD0040,2025-12-24,2,1731.63,10.0,Completed
ORD00602,CUST0117,PRD0018,2025-07-05,1,2653.32,10.0,Completed
ORD00603,CUST0218,PRD0045,2026-03-10,1,4085.54,5.0,Completed
ORD00604,CUST0036,PRD0034,2025-09-24,2,655.7,5.0,Completed
ORD00605,CUST0154,PRD0054,2026-03-29,1,3775.54,10.0,Completed
ORD00606,CUST0117,PRD0003,2025-06-27,1,3034.38,5.0,Completed
ORD00607,CUST0006,PRD0005,2026-08-17,3,2020.45,10.0,Completed
ORD00608,CUST0218,PRD0028,2026-01-14,1,6533.23,5.0,Completed
ORD00609,CUST0166,PRD0045,2026-07-15,1,4085.54,10.0,Returned
ORD00610,CUST0117,PRD0012,2026-01-17,1,3717.87,0.0,Returned
ORD00611,CUST0117,PRD0039,2025-07-02,1,575.52,10.0,Completed
ORD00612,CUST0217,PRD0015,2026-06-14,1,822.98,5.0,Returned
ORD00613,CUST0133,PRD0031,2026-04-03,1,7159.37,5.0,Completed
ORD00614,CUST0154,PRD0008,2026-05-29,1,2013.05,0.0,Completed
ORD00615,CUST0023,PRD0001,2025-12-27,1,1303.73,5.0,Completed
ORD00616,CUST0076,PRD0029,2026-03-29,2,4297.64,0.0,Completed
ORD00617,CUST0031,PRD0018,2026-06-28,1,2653.32,5.0,Completed
ORD00618,CUST0057,PRD0011,2026-03-27,2,9472.34,0.0,Completed
ORD00619,CUST0157,PRD0042,2025-11-20,1,4605.81,5.0,Completed
ORD00620,CUST0214,PRD0043,2026-04-09,1,475.04,0.0,Completed
ORD00621,CUST0184,PRD0014,2026-04-13,1,6201.66,0.0,Cancelled
ORD00622,CUST0205,PRD0023,2026-08-09,1,1977.17,10.0,Completed
ORD00623,CUST0178,PRD0038,2025-12-01,1,1768.06,20.0,Completed
ORD00624,CUST0182,PRD0035,2025-12-26,2,1950.89,10.0,Completed
ORD00625,CUST0020,PRD0035,2026-06-10,2,1950.89,5.0,Completed
ORD00626,CUST0072,PRD0023,2026-01-31,1,1977.17,0.0,Completed
ORD00627,CUST0014,PRD0030,2026-05-10,2,6312.47,0.0,Completed
ORD00628,CUST0219,PRD0038,2026-01-10,3,1768.06,0.0,Completed
ORD00629,CUST0056,PRD0017,2025-09-18,1,912.42,5.0,Completed
ORD00630,CUST0155,PRD0050,2026-05-14,2,6637.65,10.0,Completed
ORD00631,CUST0147,PRD0037,2025-08-07,1,1038.12,0.0,Completed
ORD00632,CUST0217,PRD0012,2025-09-10,1,3717.87,5.0,Cancelled
ORD00633,CUST0172,PRD0012,2026-03-25,1,3717.87,5.0,Completed
ORD00634,CUST0128,PRD0010,2026-05-15,1,5761.17,5.0,Completed
ORD00635,CUST0188,PRD0012,2026-07-14,1,3717.87,5.0,Completed
ORD00636,CUST0211,PRD0024,2025-10-15,3,686.07,10.0,Returned
ORD00637,CUST0218,PRD0024,2025-07-28,1,686.07,10.0,Completed
ORD00638,CUST0069,PRD0002,2026-08-07,1,1360.82,0.0,Cancelled
ORD00639,CUST0018,PRD0045,2025-08-19,1,4085.54,10.0,Completed
ORD00640,CUST0171,PRD0038,2025-09-09,1,1768.06,15.0,Completed
ORD00641,CUST0182,PRD0036,2025-10-24,1,5758.15,0.0,Completed
ORD00642,CUST0176,PRD0049,2026-02-10,2,4086.59,0.0,Completed
ORD00643,CUST0115,PRD0031,2026-07-09,1,7159.37,0.0,Returned
ORD00644,CUST0008,PRD0031,2026-05-20,1,7159.37,5.0,Completed
ORD00645,CUST0147,PRD0013,2026-04-28,1,4434.32,15.0,Completed
ORD00646,CUST0118,PRD0005,2025-08-29,1,2020.45,0.0,Completed
ORD00647,CUST0058,PRD0046,2025-11-24,1,5980.45,10.0,Completed
ORD00648,CUST0205,PRD0051,2026-01-18,1,6491.84,20.0,Completed
ORD00649,CUST0218,PRD0013,2025-08-15,1,4434.32,0.0,Completed
ORD00650,CUST0217,PRD0020,2025-10-16,1,4570.82,15.0,Completed
ORD00651,CUST0194,PRD0005,2025-11-01,1,2020.45,0.0,Completed
ORD00652,CUST0001,PRD0038,2025-08-05,1,1768.06,20.0,Completed
ORD00653,CUST0142,PRD0013,2026-02-19,2,4434.32,5.0,Completed
ORD00654,CUST0072,PRD0051,2026-04-27,3,6491.84,0.0,Completed
ORD00655,CUST0170,PRD0041,2025-07-07,2,4725.1,10.0,Completed
ORD00656,CUST0055,PRD0005,2026-01-20,1,2020.45,0.0,Completed
ORD00657,CUST0198,PRD0041,2026-05-29,1,4725.1,0.0,Completed
ORD00658,CUST0148,PRD0005,2026-05-15,1,2020.45,0.0,Completed
ORD00659,CUST0078,PRD0017,2026-06-12,1,912.42,10.0,Completed
ORD00660,CUST0017,PRD0049,2026-01-05,2,4086.59,5.0,Completed
ORD00661,CUST0126,PRD0042,2026-06-14,1,4605.81,10.0,Completed
ORD00662,CUST0097,PRD0003,2025-09-30,2,3034.38,20.0,Completed
ORD00663,CUST0171,PRD0031,2025-11-26,1,7159.37,15.0,Completed
ORD00664,CUST0102,PRD0010,2025-08-30,1,5761.17,5.0,Completed
ORD00665,CUST0072,PRD0017,2026-01-14,1,912.42,0.0,Completed
ORD00666,CUST0155,PRD0007,2025-12-10,2,2343.73,15.0,Completed
ORD00667,CUST0078,PRD0038,2025-09-30,2,1768.06,5.0,Returned
ORD00668,CUST0132,PRD0046,2026-05-16,2,5980.45,10.0,Returned
ORD00669,CUST0218,PRD0005,2025-11-04,1,2020.45,5.0,Completed
ORD00670,CUST0133,PRD0036,2025-10-15,1,5758.15,10.0,Completed
ORD00671,CUST0056,PRD0027,2025-08-07,1,4596.48,10.0,Completed
ORD00672,CUST0136,PRD0014,2026-01-01,3,6201.66,20.0,Completed
ORD00673,CUST0097,PRD0016,2025-10-30,1,2062.6,5.0,Completed
ORD00674,CUST0154,PRD0008,2025-11-30,2,2013.05,0.0,Completed
ORD00675,CUST0018,PRD0016,2025-09-28,3,2062.6,10.0,Completed
ORD00676,CUST0111,PRD0041,2026-05-21,1,4725.1,10.0,Completed
ORD00677,CUST0194,PRD0049,2026-07-28,1,4086.59,5.0,Completed
ORD00678,CUST0142,PRD0024,2026-01-27,2,686.07,5.0,Completed
ORD00679,CUST0189,PRD0046,2026-04-01,2,5980.45,10.0,Completed
ORD00680,CUST0015,PRD0008,2026-07-03,1,2013.05,0.0,Completed
ORD00681,CUST0162,PRD0010,2026-08-24,1,5761.17,0.0,Returned
ORD00682,CUST0007,PRD0008,2026-03-19,1,2013.05,0.0,Completed
ORD00683,CUST0115,PRD0025,2026-07-12,2,526.88,5.0,Completed
ORD00684,CUST0135,PRD0024,2026-07-19,1,686.07,0.0,Returned
ORD00685,CUST0184,PRD0004,2026-06-02,1,6852.73,10.0,Completed
ORD00686,CUST0176,PRD0039,2026-01-11,1,575.52,5.0,Completed
ORD00687,CUST0087,PRD0041,2025-07-13,2,4725.1,15.0,Completed
ORD00688,CUST0104,PRD0028,2025-06-09,1,6533.23,0.0,Completed
ORD00689,CUST0017,PRD0031,2026-01-18,3,7159.37,15.0,Completed
ORD00690,CUST0057,PRD0024,2026-01-26,2,686.07,5.0,Completed
ORD00691,CUST0168,PRD0045,2025-12-17,1,4085.54,0.0,Completed
ORD00692,CUST0079,PRD0055,2026-02-27,1,5178.41,0.0,Completed
ORD00693,CUST0176,PRD0012,2026-02-20,1,3717.87,15.0,Completed
ORD00694,CUST0007,PRD0039,2026-06-20,1,575.52,15.0,Completed
ORD00695,CUST0010,PRD0046,2025-07-27,2,5980.45,0.0,Completed
ORD00696,CUST0170,PRD0044,2025-09-22,1,6439.87,5.0,Completed
ORD00697,CUST0030,PRD0023,2026-06-02,1,1977.17,0.0,Completed
ORD00698,CUST0147,PRD0036,2026-06-25,1,5758.15,0.0,Completed
